,iso3_country,gas,emissions_quantity,capacity,capacity_factor,activity,st_astext,year,use_biomass,use_gas_or_oil,use_gas,use_coal,use_oil,use_other_fossil,owner_name,owner_direct_parent,owner_grouping,asset_name
820,KOR,co2e_100yr,32306000.0,6509,0.573,32678000,POINT(126.2343 36.9033),2021,False,False,False,True,True,True,Korea Western Power,KEPCO (South Korea),KEPCO (South Korea),Taean power station
821,KOR,ch4,0.0,6509,0.591,33767000,POINT(126.2343 36.9033),2020,False,False,False,True,True,True,Korea Western Power,KEPCO (South Korea),KEPCO (South Korea),Taean power station
822,ARE,co2e_20yr,7038000.0,3131,0.345,9463000,POINT(54.4876 24.4348),2019,False,True,True,False,True,True,Abu Dhabi National Energy Company PJSC (TAQA),TAQA (United Arab Emirates),Arabian Power (United Arab Emirates),Umm Al Nar West and East Integrated Water and power plant
823,ARE,co2,6853000.0,3131,0.335,9213000,POINT(54.4876 24.4348),2020,False,True,True,False,True,True,Abu Dhabi National Energy Company PJSC (TAQA),TAQA (United Arab Emirates),Arabian Power (United Arab Emirates),Umm Al Nar West and East Integrated Water and power plant
824,ARE,co2e_100yr,6853000.0,3131,0.335,9213000,POINT(54.4876 24.4348),2020,False,True,True,False,True,True,Abu Dhabi National Energy Company PJSC (TAQA),TAQA (United Arab Emirates),Arabian Power (United Arab Emirates),Umm Al Nar West and East Integrated Water and power plant
825,ARE,co2e_20yr,6853000.0,3131,0.335,9213000,POINT(54.4876 24.4348),2020,False,True,True,False,True,True,Abu Dhabi National Energy Company PJSC (TAQA),TAQA (United Arab Emirates),Arabian Power (United Arab Emirates),Umm Al Nar West and East Integrated Water and power plant
826,ARE,co2,6834000.0,3131,0.335,9188000,POINT(54.4876 24.4348),2021,False,True,True,False,True,True,Abu Dhabi National Energy Company PJSC (TAQA),TAQA (United Arab Emirates),Arabian Power (United Arab Emirates),Umm Al Nar West and East Integrated Water and power plant
827,ARE,co2e_100yr,6834000.0,3131,0.335,9188000,POINT(54.4876 24.4348),2021,False,True,True,False,True,True,Abu Dhabi National Energy Company PJSC (TAQA),TAQA (United Arab Emirates),Arabian Power (United Arab Emirates),Umm Al Nar West and East Integrated Water and power plant
828,ARE,co2e_20yr,6834000.0,3131,0.335,9188000,POINT(54.4876 24.4348),2021,False,True,True,False,True,True,Abu Dhabi National Energy Company PJSC (TAQA),TAQA (United Arab Emirates),Arabian Power (United Arab Emirates),Umm Al Nar West and East Integrated Water and power plant
829,ARE,co2,7038000.0,3131,0.345,9463000,POINT(54.4876 24.4348),2019,False,True,True,False,True,True,Abu Dhabi National Energy Company PJSC (TAQA),TAQA (United Arab Emirates),Arabian Power (United Arab Emirates),Umm Al Nar West and East Integrated Water and power plant
830,ARE,co2e_100yr,7038000.0,3131,0.345,9463000,POINT(54.4876 24.4348),2019,False,True,True,False,True,True,Abu Dhabi National Energy Company PJSC (TAQA),TAQA (United Arab Emirates),Arabian Power (United Arab Emirates),Umm Al Nar West and East Integrated Water and power plant
831,USA,co2,6457000.0,2155,0.366,6923000,POINT(-87.2525 38.5281),2020,False,False,False,True,True,False,Indianapolis Power & Light Co,The AES Corporation,The AES Corporation,AES Petersburg
832,USA,co2e_100yr,6457000.0,2155,0.366,6923000,POINT(-87.2525 38.5281),2020,False,False,False,True,True,False,Indianapolis Power & Light Co,The AES Corporation,The AES Corporation,AES Petersburg
833,USA,co2e_20yr,6457000.0,2155,0.366,6923000,POINT(-87.2525 38.5281),2020,False,False,False,True,True,False,Indianapolis Power & Light Co,The AES Corporation,The AES Corporation,AES Petersburg
834,USA,co2,9105000.0,2155,0.517,9762000,POINT(-87.2525 38.5281),2019,False,False,False,True,True,False,Indianapolis Power & Light Co,The AES Corporation,The AES Corporation,AES Petersburg
835,USA,co2e_100yr,9105000.0,2155,0.517,9762000,POINT(-87.2525 38.5281),2019,False,False,False,True,True,False,Indianapolis Power & Light Co,The AES Corporation,The AES Corporation,AES Petersburg
836,USA,co2e_20yr,9105000.0,2155,0.517,9762000,POINT(-87.2525 38.5281),2019,False,False,False,True,True,False,Indianapolis Power & Light Co,The AES Corporation,The AES Corporation,AES Petersburg
837,USA,co2,8600000.0,2155,0.488,9220000,POINT(-87.2525 38.5281),2021,False,False,False,True,True,False,Indianapolis Power & Light Co,The AES Corporation,The AES Corporation,AES Petersburg
838,USA,co2e_100yr,8600000.0,2155,0.488,9220000,POINT(-87.2525 38.5281),2021,False,False,False,True,True,False,Indianapolis Power & Light Co,The AES Corporation,The AES Corporation,AES Petersburg
839,USA,co2e_20yr,8600000.0,2155,0.488,9220000,POINT(-87.2525 38.5281),2021,False,False,False,True,True,False,Indianapolis Power & Light Co,The AES Corporation,The AES Corporation,AES Petersburg
840,UZB,co2e_100yr,6543000.0,1742,0.754,11533000,POINT(65.6298 38.4812),2020,False,False,True,False,False,True,,,,Talimarjan power station
841,UZB,co2e_20yr,6543000.0,1742,0.754,11533000,POINT(65.6298 38.4812),2020,False,False,True,False,False,True,,,,Talimarjan power station
842,UZB,ch4,0.0,1742,0.754,11533000,POINT(65.6298 38.4812),2020,False,False,True,False,False,True,,,,Talimarjan power station
843,UZB,n2o,0.0,1742,0.754,11533000,POINT(65.6298 38.4812),2020,False,False,True,False,False,True,,,,Talimarjan power station
844,UZB,co2,6543000.0,1742,0.754,11533000,POINT(65.6298 38.4812),2020,False,False,True,False,False,True,,,,Talimarjan power station
845,VNM,co2,9792000.0,2320,0.552,11218000,POINT(107.3485 21.0732),2021,False,False,False,True,False,False,AES-VCM Mong Dong Power Co Ltd,AES Corporation,EVN (Viet Nam),Mong Duong power station
846,VNM,co2e_100yr,9792000.0,2320,0.552,11218000,POINT(107.3485 21.0732),2021,False,False,False,True,False,False,AES-VCM Mong Dong Power Co Ltd,AES Corporation,EVN (Viet Nam),Mong Duong power station
847,VNM,co2e_20yr,9792000.0,2320,0.552,11218000,POINT(107.3485 21.0732),2021,False,False,False,True,False,False,AES-VCM Mong Dong Power Co Ltd,AES Corporation,EVN (Viet Nam),Mong Duong power station
848,VNM,co2,12186000.0,2320,0.687,13962000,POINT(107.3485 21.0732),2019,False,False,False,True,False,False,AES-VCM Mong Dong Power Co Ltd,AES Corporation,EVN (Viet Nam),Mong Duong power station
849,VNM,co2e_100yr,12186000.0,2320,0.687,13962000,POINT(107.3485 21.0732),2019,False,False,False,True,False,False,AES-VCM Mong Dong Power Co Ltd,AES Corporation,EVN (Viet Nam),Mong Duong power station
850,VNM,co2,11455000.0,2320,0.644,13124000,POINT(107.3485 21.0732),2020,False,False,False,True,False,False,AES-VCM Mong Dong Power Co Ltd,AES Corporation,EVN (Viet Nam),Mong Duong power station
851,VNM,n2o,0.0,2320,0.644,13124000,POINT(107.3485 21.0732),2020,False,False,False,True,False,False,AES-VCM Mong Dong Power Co Ltd,AES Corporation,EVN (Viet Nam),Mong Duong power station
852,VNM,co2e_100yr,11455000.0,2320,0.644,13124000,POINT(107.3485 21.0732),2020,False,False,False,True,False,False,AES-VCM Mong Dong Power Co Ltd,AES Corporation,EVN (Viet Nam),Mong Duong power station
853,VNM,co2e_20yr,11455000.0,2320,0.644,13124000,POINT(107.3485 21.0732),2020,False,False,False,True,False,False,AES-VCM Mong Dong Power Co Ltd,AES Corporation,EVN (Viet Nam),Mong Duong power station
854,VNM,co2e_20yr,12186000.0,2320,0.687,13962000,POINT(107.3485 21.0732),2019,False,False,False,True,False,False,AES-VCM Mong Dong Power Co Ltd,AES Corporation,EVN (Viet Nam),Mong Duong power station
855,CHN,co2,6093000.0,1320,0.587,6789000,POINT(118.865 30.8696),2021,False,False,False,True,False,False,,,,Anhui Xuancheng power station
856,CHN,co2e_100yr,6093000.0,1320,0.587,6789000,POINT(118.865 30.8696),2021,False,False,False,True,False,False,,,,Anhui Xuancheng power station
857,CHN,co2e_20yr,6093000.0,1320,0.587,6789000,POINT(118.865 30.8696),2021,False,False,False,True,False,False,,,,Anhui Xuancheng power station
858,CHN,co2,5487000.0,1320,0.529,6114000,POINT(118.865 30.8696),2019,False,False,False,True,False,False,,,,Anhui Xuancheng power station
859,CHN,co2e_100yr,5487000.0,1320,0.529,6114000,POINT(118.865 30.8696),2019,False,False,False,True,False,False,,,,Anhui Xuancheng power station
860,CHN,co2e_20yr,5487000.0,1320,0.529,6114000,POINT(118.865 30.8696),2019,False,False,False,True,False,False,,,,Anhui Xuancheng power station
861,CHN,co2,5286000.0,1320,0.508,5891000,POINT(118.865 30.8696),2020,False,False,False,True,False,False,,,,Anhui Xuancheng power station
862,CHN,co2e_100yr,5286000.0,1320,0.508,5891000,POINT(118.865 30.8696),2020,False,False,False,True,False,False,,,,Anhui Xuancheng power station
863,CHN,co2e_20yr,5286000.0,1320,0.508,5891000,POINT(118.865 30.8696),2020,False,False,False,True,False,False,,,,Anhui Xuancheng power station
864,VNM,ch4,0.0,2320,0.644,13124000,POINT(107.3485 21.0732),2020,False,False,False,True,False,False,AES-VCM Mong Dong Power Co Ltd,AES Corporation,EVN (Viet Nam),Mong Duong power station
865,USA,co2e_100yr,5776000.0,1086,0.65,6186000,POINT(-82.1289 38.9144),2019,False,False,False,True,False,False,,,,Kyger Creek
866,USA,co2e_20yr,5776000.0,1086,0.65,6186000,POINT(-82.1289 38.9144),2019,False,False,False,True,False,False,,,,Kyger Creek
867,USA,co2,4922000.0,1086,0.553,5272000,POINT(-82.1289 38.9144),2020,False,False,False,True,False,False,,,,Kyger Creek
868,USA,co2e_100yr,4922000.0,1086,0.553,5272000,POINT(-82.1289 38.9144),2020,False,False,False,True,False,False,,,,Kyger Creek
869,USA,co2e_20yr,4922000.0,1086,0.553,5272000,POINT(-82.1289 38.9144),2020,False,False,False,True,False,False,,,,Kyger Creek
870,USA,co2,5287000.0,1086,0.595,5663000,POINT(-82.1289 38.9144),2021,False,False,False,True,False,False,,,,Kyger Creek
871,USA,co2e_100yr,5287000.0,1086,0.595,5663000,POINT(-82.1289 38.9144),2021,False,False,False,True,False,False,,,,Kyger Creek
872,USA,co2e_20yr,5287000.0,1086,0.595,5663000,POINT(-82.1289 38.9144),2021,False,False,False,True,False,False,,,,Kyger Creek
873,USA,co2,5776000.0,1086,0.65,6186000,POINT(-82.1289 38.9144),2019,False,False,False,True,False,False,,,,Kyger Creek
874,USA,co2,10404000.0,2409,0.528,11143000,POINT(-111.3886 36.9047),2019,False,False,False,True,False,False,Arizona Public Service Co,Pinnacle West Capital,Salt River Project (Arizona) and Bureau of Reclamation (United States),Navajo
875,USA,co2e_100yr,10404000.0,2409,0.528,11143000,POINT(-111.3886 36.9047),2019,False,False,False,True,False,False,Arizona Public Service Co,Pinnacle West Capital,Salt River Project (Arizona) and Bureau of Reclamation (United States),Navajo
876,USA,co2e_20yr,10404000.0,2409,0.528,11143000,POINT(-111.3886 36.9047),2019,False,False,False,True,False,False,Arizona Public Service Co,Pinnacle West Capital,Salt River Project (Arizona) and Bureau of Reclamation (United States),Navajo
877,USA,co2e_100yr,8769000.0,2160,0.496,9392000,POINT(-96.1172 39.2865),2021,False,False,False,True,False,False,Westar Energy Inc,Evergy,Evergy,Jeffrey Energy Center
878,USA,co2e_20yr,8769000.0,2160,0.496,9392000,POINT(-96.1172 39.2865),2021,False,False,False,True,False,False,Westar Energy Inc,Evergy,Evergy,Jeffrey Energy Center
879,USA,co2,7107000.0,2160,0.402,7612000,POINT(-96.1172 39.2865),2019,False,False,False,True,False,False,Westar Energy Inc,Evergy,Evergy,Jeffrey Energy Center
880,USA,co2e_100yr,7107000.0,2160,0.402,7612000,POINT(-96.1172 39.2865),2019,False,False,False,True,False,False,Westar Energy Inc,Evergy,Evergy,Jeffrey Energy Center
881,USA,co2e_20yr,7107000.0,2160,0.402,7612000,POINT(-96.1172 39.2865),2019,False,False,False,True,False,False,Westar Energy Inc,Evergy,Evergy,Jeffrey Energy Center
882,USA,co2,7227000.0,2160,0.408,7740000,POINT(-96.1172 39.2865),2020,False,False,False,True,False,False,Westar Energy Inc,Evergy,Evergy,Jeffrey Energy Center
883,USA,co2e_100yr,7227000.0,2160,0.408,7740000,POINT(-96.1172 39.2865),2020,False,False,False,True,False,False,Westar Energy Inc,Evergy,Evergy,Jeffrey Energy Center
884,USA,co2e_20yr,7227000.0,2160,0.408,7740000,POINT(-96.1172 39.2865),2020,False,False,False,True,False,False,Westar Energy Inc,Evergy,Evergy,Jeffrey Energy Center
885,USA,co2,8769000.0,2160,0.496,9392000,POINT(-96.1172 39.2865),2021,False,False,False,True,False,False,Westar Energy Inc,Evergy,Evergy,Jeffrey Energy Center
886,TWN,co2e_100yr,17180000.0,4280,0.669,25096000,POINT(120.1972 22.8558),2021,False,False,True,True,False,True,Taiwan Power Co,TAIPOWER (Taiwan),TAIPOWER (Taiwan),Hsinta power station
887,TWN,co2e_20yr,17180000.0,4280,0.669,25096000,POINT(120.1972 22.8558),2021,False,False,True,True,False,True,Taiwan Power Co,TAIPOWER (Taiwan),TAIPOWER (Taiwan),Hsinta power station
888,TWN,co2e_100yr,16553000.0,4280,0.645,24256000,POINT(120.1972 22.8558),2020,False,False,True,True,False,True,Taiwan Power Co,TAIPOWER (Taiwan),TAIPOWER (Taiwan),Hsinta power station
889,TWN,co2e_20yr,16553000.0,4280,0.645,24256000,POINT(120.1972 22.8558),2020,False,False,True,True,False,True,Taiwan Power Co,TAIPOWER (Taiwan),TAIPOWER (Taiwan),Hsinta power station
890,TWN,co2,16553000.0,4280,0.645,24256000,POINT(120.1972 22.8558),2020,False,False,True,True,False,True,Taiwan Power Co,TAIPOWER (Taiwan),TAIPOWER (Taiwan),Hsinta power station
891,TWN,co2,16541000.0,4280,0.638,23921000,POINT(120.1972 22.8558),2019,False,False,True,True,False,True,Taiwan Power Co,TAIPOWER (Taiwan),TAIPOWER (Taiwan),Hsinta power station
892,TWN,ch4,0.0,4280,0.645,24256000,POINT(120.1972 22.8558),2020,False,False,True,True,False,True,Taiwan Power Co,TAIPOWER (Taiwan),TAIPOWER (Taiwan),Hsinta power station
893,TWN,n2o,0.0,4280,0.645,24256000,POINT(120.1972 22.8558),2020,False,False,True,True,False,True,Taiwan Power Co,TAIPOWER (Taiwan),TAIPOWER (Taiwan),Hsinta power station
894,TWN,co2e_100yr,16541000.0,4280,0.638,23921000,POINT(120.1972 22.8558),2019,False,False,True,True,False,True,Taiwan Power Co,TAIPOWER (Taiwan),TAIPOWER (Taiwan),Hsinta power station
895,TWN,co2e_20yr,16541000.0,4280,0.638,23921000,POINT(120.1972 22.8558),2019,False,False,True,True,False,True,Taiwan Power Co,TAIPOWER (Taiwan),TAIPOWER (Taiwan),Hsinta power station
896,TWN,co2,17180000.0,4280,0.669,25096000,POINT(120.1972 22.8558),2021,False,False,True,True,False,True,Taiwan Power Co,TAIPOWER (Taiwan),TAIPOWER (Taiwan),Hsinta power station
897,USA,co2e_100yr,6568000.0,1894,0.424,7035000,POINT(-89.8544 38.205),2019,False,False,False,True,False,False,Dynegy Midwest Generation LLC,Vistra Energy,Vistra Energy,Baldwin Energy Complex
898,USA,co2e_20yr,6568000.0,1894,0.424,7035000,POINT(-89.8544 38.205),2019,False,False,False,True,False,False,Dynegy Midwest Generation LLC,Vistra Energy,Vistra Energy,Baldwin Energy Complex
899,USA,co2,4543000.0,1260,0.441,4866000,POINT(-89.8544 38.205),2021,False,False,False,True,False,False,Dynegy Midwest Generation LLC,Vistra Energy,Vistra Energy,Baldwin Energy Complex
900,USA,co2e_100yr,4543000.0,1260,0.441,4866000,POINT(-89.8544 38.205),2021,False,False,False,True,False,False,Dynegy Midwest Generation LLC,Vistra Energy,Vistra Energy,Baldwin Energy Complex
901,USA,co2e_20yr,4543000.0,1260,0.441,4866000,POINT(-89.8544 38.205),2021,False,False,False,True,False,False,Dynegy Midwest Generation LLC,Vistra Energy,Vistra Energy,Baldwin Energy Complex
902,USA,ch4,0.0,1894,0.363,6040000,POINT(-89.8544 38.205),2020,False,False,False,True,False,False,Dynegy Midwest Generation LLC,Vistra Energy,Vistra Energy,Baldwin Energy Complex
903,CAN,co2e_100yr,8072000.0,1668,0.588,8592000,POINT(-114.559 53.5074),2019,False,False,False,True,False,False,TransAlta Corporation,TransAlta,TransAlta,Alberta Sundance power station
904,USA,co2,5639000.0,1894,0.363,6040000,POINT(-89.8544 38.205),2020,False,False,False,True,False,False,Dynegy Midwest Generation LLC,Vistra Energy,Vistra Energy,Baldwin Energy Complex
905,USA,n2o,0.0,1894,0.363,6040000,POINT(-89.8544 38.205),2020,False,False,False,True,False,False,Dynegy Midwest Generation LLC,Vistra Energy,Vistra Energy,Baldwin Energy Complex
906,USA,co2e_100yr,5639000.0,1894,0.363,6040000,POINT(-89.8544 38.205),2020,False,False,False,True,False,False,Dynegy Midwest Generation LLC,Vistra Energy,Vistra Energy,Baldwin Energy Complex
907,USA,co2e_20yr,5639000.0,1894,0.363,6040000,POINT(-89.8544 38.205),2020,False,False,False,True,False,False,Dynegy Midwest Generation LLC,Vistra Energy,Vistra Energy,Baldwin Energy Complex
908,USA,co2,6568000.0,1894,0.424,7035000,POINT(-89.8544 38.205),2019,False,False,False,True,False,False,Dynegy Midwest Generation LLC,Vistra Energy,Vistra Energy,Baldwin Energy Complex
909,KOR,co2e_100yr,12161000.0,2044,0.687,12301000,POINT(129.3418 37.186),2019,False,False,False,True,False,False,Korea Southern Power,KEPCO (South Korea),KEPCO (South Korea),Samcheok Green power station
910,KOR,co2e_20yr,12161000.0,2044,0.687,12301000,POINT(129.3418 37.186),2019,False,False,False,True,False,False,Korea Southern Power,KEPCO (South Korea),KEPCO (South Korea),Samcheok Green power station
911,KOR,co2,10497000.0,2044,0.593,10618000,POINT(129.3418 37.186),2021,False,False,False,True,False,False,Korea Southern Power,KEPCO (South Korea),KEPCO (South Korea),Samcheok Green power station
912,KOR,co2e_100yr,10497000.0,2044,0.593,10618000,POINT(129.3418 37.186),2021,False,False,False,True,False,False,Korea Southern Power,KEPCO (South Korea),KEPCO (South Korea),Samcheok Green power station
913,KOR,co2e_20yr,10497000.0,2044,0.593,10618000,POINT(129.3418 37.186),2021,False,False,False,True,False,False,Korea Southern Power,KEPCO (South Korea),KEPCO (South Korea),Samcheok Green power station
914,KOR,co2,10828000.0,2044,0.61,10952000,POINT(129.3418 37.186),2020,False,False,False,True,False,False,Korea Southern Power,KEPCO (South Korea),KEPCO (South Korea),Samcheok Green power station
915,KOR,n2o,0.0,2044,0.61,10952000,POINT(129.3418 37.186),2020,False,False,False,True,False,False,Korea Southern Power,KEPCO (South Korea),KEPCO (South Korea),Samcheok Green power station
916,KOR,co2e_100yr,10828000.0,2044,0.61,10952000,POINT(129.3418 37.186),2020,False,False,False,True,False,False,Korea Southern Power,KEPCO (South Korea),KEPCO (South Korea),Samcheok Green power station
917,KOR,co2,12161000.0,2044,0.687,12301000,POINT(129.3418 37.186),2019,False,False,False,True,False,False,Korea Southern Power,KEPCO (South Korea),KEPCO (South Korea),Samcheok Green power station
918,CAN,co2e_20yr,8072000.0,1668,0.588,8592000,POINT(-114.559 53.5074),2019,False,False,False,True,False,False,TransAlta Corporation,TransAlta,TransAlta,Alberta Sundance power station
919,CAN,co2,4868000.0,1288,0.458,5182000,POINT(-114.559 53.5074),2020,False,False,False,True,False,False,TransAlta Corporation,TransAlta,TransAlta,Alberta Sundance power station
920,CAN,co2e_100yr,4868000.0,1288,0.458,5182000,POINT(-114.559 53.5074),2020,False,False,False,True,False,False,TransAlta Corporation,TransAlta,TransAlta,Alberta Sundance power station
921,CAN,co2e_20yr,4868000.0,1288,0.458,5182000,POINT(-114.559 53.5074),2020,False,False,False,True,False,False,TransAlta Corporation,TransAlta,TransAlta,Alberta Sundance power station
922,CAN,co2,2459000.0,433,0.69,2617000,POINT(-114.559 53.5074),2021,False,False,False,True,False,False,TransAlta Corporation,TransAlta,TransAlta,Alberta Sundance power station
923,CAN,co2e_100yr,2459000.0,433,0.69,2617000,POINT(-114.559 53.5074),2021,False,False,False,True,False,False,TransAlta Corporation,TransAlta,TransAlta,Alberta Sundance power station
924,CAN,co2e_20yr,2459000.0,433,0.69,2617000,POINT(-114.559 53.5074),2021,False,False,False,True,False,False,TransAlta Corporation,TransAlta,TransAlta,Alberta Sundance power station
925,DEU,co2,6457000.0,1640,0.424,6091000,POINT(9.9517 53.49),2019,False,False,False,True,False,False,Vattenfall Europe AG,Vattenfall (Sweden),Vattenfall (Sweden),Hamburg-Moorburg power station
926,DEU,co2e_100yr,6457000.0,1640,0.424,6091000,POINT(9.9517 53.49),2019,False,False,False,True,False,False,Vattenfall Europe AG,Vattenfall (Sweden),Vattenfall (Sweden),Hamburg-Moorburg power station
927,DEU,co2e_20yr,6457000.0,1640,0.424,6091000,POINT(9.9517 53.49),2019,False,False,False,True,False,False,Vattenfall Europe AG,Vattenfall (Sweden),Vattenfall (Sweden),Hamburg-Moorburg power station
928,DEU,co2,4887000.0,1640,0.32,4610000,POINT(9.9517 53.49),2020,False,False,False,True,False,False,Vattenfall Europe AG,Vattenfall (Sweden),Vattenfall (Sweden),Hamburg-Moorburg power station
929,DEU,co2e_100yr,4887000.0,1640,0.32,4610000,POINT(9.9517 53.49),2020,False,False,False,True,False,False,Vattenfall Europe AG,Vattenfall (Sweden),Vattenfall (Sweden),Hamburg-Moorburg power station
930,DEU,co2e_20yr,4887000.0,1640,0.32,4610000,POINT(9.9517 53.49),2020,False,False,False,True,False,False,Vattenfall Europe AG,Vattenfall (Sweden),Vattenfall (Sweden),Hamburg-Moorburg power station
931,USA,co2e_100yr,6634000.0,2594,0.393,8934000,POINT(-85.4137 38.5846),2021,False,False,True,True,False,False,Kentucky Utilities Company,PPL Energy,PPL Energy,Trimble County
932,USA,co2e_20yr,6634000.0,2594,0.393,8934000,POINT(-85.4137 38.5846),2021,False,False,True,True,False,False,Kentucky Utilities Company,PPL Energy,PPL Energy,Trimble County
933,USA,co2,6439000.0,2594,0.384,8725000,POINT(-85.4137 38.5846),2019,False,False,True,True,False,False,Kentucky Utilities Company,PPL Energy,PPL Energy,Trimble County
934,USA,co2e_100yr,6439000.0,2594,0.384,8725000,POINT(-85.4137 38.5846),2019,False,False,True,True,False,False,Kentucky Utilities Company,PPL Energy,PPL Energy,Trimble County
935,USA,co2e_20yr,6439000.0,2594,0.384,8725000,POINT(-85.4137 38.5846),2019,False,False,True,True,False,False,Kentucky Utilities Company,PPL Energy,PPL Energy,Trimble County
936,USA,ch4,0.0,2594,0.355,8083000,POINT(-85.4137 38.5846),2020,False,False,True,True,False,False,Kentucky Utilities Company,PPL Energy,PPL Energy,Trimble County
937,USA,co2,5794000.0,2594,0.355,8083000,POINT(-85.4137 38.5846),2020,False,False,True,True,False,False,Kentucky Utilities Company,PPL Energy,PPL Energy,Trimble County
938,USA,n2o,0.0,2594,0.355,8083000,POINT(-85.4137 38.5846),2020,False,False,True,True,False,False,Kentucky Utilities Company,PPL Energy,PPL Energy,Trimble County
939,USA,co2e_100yr,5794000.0,2594,0.355,8083000,POINT(-85.4137 38.5846),2020,False,False,True,True,False,False,Kentucky Utilities Company,PPL Energy,PPL Energy,Trimble County
940,USA,co2e_20yr,5794000.0,2594,0.355,8083000,POINT(-85.4137 38.5846),2020,False,False,True,True,False,False,Kentucky Utilities Company,PPL Energy,PPL Energy,Trimble County
941,USA,co2,6634000.0,2594,0.393,8934000,POINT(-85.4137 38.5846),2021,False,False,True,True,False,False,Kentucky Utilities Company,PPL Energy,PPL Energy,Trimble County
942,MYS,co2e_100yr,21065000.0,4100,0.587,21083000,POINT(100.6423 4.1586),2021,False,False,False,True,False,False,TNB Janamanjung Sdn Bhd,Khazanah Nasional (Malaysia),Khazanah Nasional (Malaysia),Manjung power station
943,MYS,co2e_20yr,21065000.0,4100,0.587,21083000,POINT(100.6423 4.1586),2021,False,False,False,True,False,False,TNB Janamanjung Sdn Bhd,Khazanah Nasional (Malaysia),Khazanah Nasional (Malaysia),Manjung power station
944,MYS,n2o,0.0,4100,0.587,21140000,POINT(100.6423 4.1586),2020,False,False,False,True,False,False,TNB Janamanjung Sdn Bhd,Khazanah Nasional (Malaysia),Khazanah Nasional (Malaysia),Manjung power station
945,MYS,co2e_100yr,21123000.0,4100,0.587,21140000,POINT(100.6423 4.1586),2020,False,False,False,True,False,False,TNB Janamanjung Sdn Bhd,Khazanah Nasional (Malaysia),Khazanah Nasional (Malaysia),Manjung power station
946,MYS,co2,21675000.0,4100,0.604,21693000,POINT(100.6423 4.1586),2019,False,False,False,True,False,False,TNB Janamanjung Sdn Bhd,Khazanah Nasional (Malaysia),Khazanah Nasional (Malaysia),Manjung power station
947,MYS,co2e_100yr,21675000.0,4100,0.604,21693000,POINT(100.6423 4.1586),2019,False,False,False,True,False,False,TNB Janamanjung Sdn Bhd,Khazanah Nasional (Malaysia),Khazanah Nasional (Malaysia),Manjung power station
948,MYS,co2e_20yr,21675000.0,4100,0.604,21693000,POINT(100.6423 4.1586),2019,False,False,False,True,False,False,TNB Janamanjung Sdn Bhd,Khazanah Nasional (Malaysia),Khazanah Nasional (Malaysia),Manjung power station
949,MYS,co2,21065000.0,4100,0.587,21083000,POINT(100.6423 4.1586),2021,False,False,False,True,False,False,TNB Janamanjung Sdn Bhd,Khazanah Nasional (Malaysia),Khazanah Nasional (Malaysia),Manjung power station
950,MYS,co2,21123000.0,4100,0.587,21140000,POINT(100.6423 4.1586),2020,False,False,False,True,False,False,TNB Janamanjung Sdn Bhd,Khazanah Nasional (Malaysia),Khazanah Nasional (Malaysia),Manjung power station
951,MYS,ch4,0.0,4100,0.587,21140000,POINT(100.6423 4.1586),2020,False,False,False,True,False,False,TNB Janamanjung Sdn Bhd,Khazanah Nasional (Malaysia),Khazanah Nasional (Malaysia),Manjung power station
952,MYS,co2e_20yr,21123000.0,4100,0.587,21140000,POINT(100.6423 4.1586),2020,False,False,False,True,False,False,TNB Janamanjung Sdn Bhd,Khazanah Nasional (Malaysia),Khazanah Nasional (Malaysia),Manjung power station
953,EGY,co2,7395000.0,4800,0.301,12691000,POINT(31.7558 29.9094),2020,False,False,True,False,False,True,Cairo Electricity Production Company,EEHC (Egypt),EEHC (Egypt),New Capital power station
954,EGY,co2,7962000.0,4800,0.325,13666000,POINT(31.7558 29.9094),2021,False,False,True,False,False,True,Cairo Electricity Production Company,EEHC (Egypt),EEHC (Egypt),New Capital power station
955,EGY,co2e_100yr,7962000.0,4800,0.325,13666000,POINT(31.7558 29.9094),2021,False,False,True,False,False,True,Cairo Electricity Production Company,EEHC (Egypt),EEHC (Egypt),New Capital power station
956,EGY,co2e_20yr,7962000.0,4800,0.325,13666000,POINT(31.7558 29.9094),2021,False,False,True,False,False,True,Cairo Electricity Production Company,EEHC (Egypt),EEHC (Egypt),New Capital power station
957,EGY,co2,8330000.0,4800,0.34,14296000,POINT(31.7558 29.9094),2019,False,False,True,False,False,True,Cairo Electricity Production Company,EEHC (Egypt),EEHC (Egypt),New Capital power station
958,EGY,co2e_100yr,8330000.0,4800,0.34,14296000,POINT(31.7558 29.9094),2019,False,False,True,False,False,True,Cairo Electricity Production Company,EEHC (Egypt),EEHC (Egypt),New Capital power station
959,EGY,co2e_20yr,8330000.0,4800,0.34,14296000,POINT(31.7558 29.9094),2019,False,False,True,False,False,True,Cairo Electricity Production Company,EEHC (Egypt),EEHC (Egypt),New Capital power station
960,EGY,co2e_100yr,7395000.0,4800,0.301,12691000,POINT(31.7558 29.9094),2020,False,False,True,False,False,True,Cairo Electricity Production Company,EEHC (Egypt),EEHC (Egypt),New Capital power station
961,EGY,co2e_20yr,7395000.0,4800,0.301,12691000,POINT(31.7558 29.9094),2020,False,False,True,False,False,True,Cairo Electricity Production Company,EEHC (Egypt),EEHC (Egypt),New Capital power station
